Username "CrazyRed177",Bessbrook Crimson Arrow Pipe Band @ Cooksown 2017,No Comp,https://www.youtube.com/watch?v=ibEFFNlhE2Q
Username "CrazyRed177",Gransha Pipe Band @ Dromore High School 2017,No Comp,https://www.youtube.com/watch?v=laJdxPJkdHY
Username "CrazyRed177",Whitewater Pipe Band @ 13th July Scarva 2015,No Comp,https://www.youtube.com/watch?v=vdmEp-13GWQ
Username "CrazyRed177",Closkelt Pipe Band @ 13th July Scarva 2015,No Comp,https://www.youtube.com/watch?v=laXntmrkD2Q
Username "CrazyRed177",Clanadonia in Glasgow 2016,No Comp No Band,https://www.youtube.com/watch?v=T2nUrrzZ9KU
Username "CrazyRed177",Closkelt Pipe Band @ Scarva 13th July  2016,No Comp,https://www.youtube.com/watch?v=qbc-rkv7OsM
Username "CrazyRed177",McDonald Memorial Pipe Band @ 12th July 2016,No Comp,https://www.youtube.com/watch?v=la5sXIreyM0
Username "CrazyRed177",Waringsford Pipe Band @ 12th July 2016,No Comp,https://www.youtube.com/watch?v=bAtSfuXlk0w
Username "CrazyRed177",Gransha Pipe Band @ 12th July 2016,No Comp,https://www.youtube.com/watch?v=7B1BCccPT2U
Username "CrazyRed177",Bleary and District Pipe Band @ Lurgan 2016,No Comp,https://www.youtube.com/watch?v=65U1XKrtc2U
Username "CrazyRed177",Raffrey Pipe Band @ Lurgan 2016 (Grade 2),No Comp,https://www.youtube.com/watch?v=kibjnFCw-00
Username "CrazyRed177",Gransha Pipe Band @ Lurgan 2016,No Comp,https://www.youtube.com/watch?v=LSmF76WFk3Y
Username "CrazyRed177",Closkelt Pipe Band @ Lurgan 2016,No Comp,https://www.youtube.com/watch?v=FI2CiU-2UnY
Username "CrazyRed177",Ryan Murray U16 4B Map Tunes @ Cullybackey solos 2016,No Comp,https://www.youtube.com/watch?v=9K_7WnZGuVk
Username "CrazyRed177",Aughnahoory Pipe Band @ Remembrance Day Parade Kilkeel 2015,No Comp,https://www.youtube.com/watch?v=qd9Xp9bX1Vw
Username "CrazyRed177",Waringsford Pipe Band @ 13th July Scarva 2015,No Comp,https://www.youtube.com/watch?v=IQuVKhjXF90
Username "CrazyRed177",Mass Pipe and Silver Band @ Downshire Guiding Star Parade 2015,No Comp No Band,https://www.youtube.com/watch?v=twq9q5qsW1o
Username "CrazyRed177",HollyMount Pipe Band @ Black Saturday 2015,No Comp,https://www.youtube.com/watch?v=YVbiDMt68eI
Username "CrazyRed177",Closkelt Pipe Band @ Black Saturday 2015,No Comp,https://www.youtube.com/watch?v=ILsECv1Ddks
Username "CrazyRed177",Portavogie Pipe Band @ Black Saturday 2015,No Comp,https://www.youtube.com/watch?v=0qyvbhLS4X0
Username "CrazyRed177",Harry Ferguson Memorial Pipe Band @ Black Saturday 2015,No Comp,https://www.youtube.com/watch?v=6Ydjphbsm8o
Username "CrazyRed177",McDonald Memorial PB and Gransha Drum Core @ Portrush Street Parade 2015,No Band,https://www.youtube.com/watch?v=FV3dR5X5j7o
Username "CrazyRed177",Closkelt Pipe Band @ 13th July Scarva 2015,No Comp,https://www.youtube.com/watch?v=3EUTtLwcg58
Username "CrazyRed177",Field Marshal Montgomery Pipe Band @ Lurgan 2015 Medley,No Comp,https://www.youtube.com/watch?v=EjTCxc9Ic0Y
Username "CrazyRed177",St Laurence O'Toole Pipe Band @ Lurgan 2015 Medley,No Comp,https://www.youtube.com/watch?v=CVHYN1VE5YY
Username "CrazyRed177",St Laurence O'Toole Pipe Band @ Lurgan 2015 MSR,No Comp,https://www.youtube.com/watch?v=eGvCGzJJRkw
Username "CrazyRed177",Police Service of Northern Ireland @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=9TESwjr55Fs
Username "CrazyRed177",Bleary and District Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=P0gUSVL_qJU
Username "CrazyRed177",Drumlough Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=SjfVMxkr4t0
Username "CrazyRed177",Aughintober Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=_ofg6Pan3F4
Username "CrazyRed177",Marlacoo and District Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=pDUf2jmkSnU
Username "CrazyRed177",St Marys Derrytrasna Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=w479RqYcL_M
Username "CrazyRed177",Closkelt Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=r0m4E08QFRo
Username "CrazyRed177",Portavogie Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=zv9-cTm_OmU
Username "CrazyRed177",McDonald Memorial Pipe Band @ Lurgan 2015,No Comp,https://www.youtube.com/watch?v=AuCnwicxO_M
Username "CrazyRed177",McDonald Memorial PB @ World Qualifiers 2014,No Band,https://www.youtube.com/watch?v=3qVECD1Phtg
Username "CrazyRed177",Whitewater Pipe Band @ World Qualifiers 2014,No Comp,https://www.youtube.com/watch?v=pTu1UkkIFYA
Username "CrazyRed177",Annsborough Pipe Band @ All Irlands 2014,No Comp,https://www.youtube.com/watch?v=663-ICTvxC0
Username "CrazyRed177",St Laurence O'Toole Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=tIqNVZvBwNo
Username "CrazyRed177",Field Marshal Montgomery Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=rPJIDVNfqdU
Username "CrazyRed177",Annsborough Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=q9KM4Oqyxhg
Username "CrazyRed177",Drumlough Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=RUzfirKDoXI
Username "CrazyRed177",McDonald Memorial Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=Bwh4-rgjnSQ
Username "CrazyRed177",Portavogie Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=ADo5powptsg
Username "CrazyRed177",Major Sinclair Mem Pipe Band @ Lurgan 2014,No Comp,https://www.youtube.com/watch?v=gL7KMYsQzFM
Username "CrazyRed177",McDonald Memorial PB @ UK Championships 2014,No Band,https://www.youtube.com/watch?v=WS_hrxz7A8E
Username "CrazyRed177",Drumlough Pipe Band @ Lisburn 2014,No Comp,https://www.youtube.com/watch?v=SGJZhGEZVdI
Username "CrazyRed177",Portavogie Pipe Band @ Lisburn 2014,No Comp,https://www.youtube.com/watch?v=RRJ0cRQvcYs
Username "CrazyRed177",Closkelt Pipe Band @ Lisburn 2014,No Comp,https://www.youtube.com/watch?v=nyOcMOv7Ck0
Username "CrazyRed177",Ballydonaghy Pipe Band @ Lisburn 2014,No Comp,https://www.youtube.com/watch?v=2po6C6d7TnE
Username "CrazyRed177",McDonald Memorial PB @ Worlds Qualifiers 2013,No Band,https://www.youtube.com/watch?v=ldPgCUD2lVM
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",The Finale - Belfast Tattoo 2016 (1),No Comp No Band,https://www.youtube.com/watch?v=f4M6U7cyjds
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",The Finale - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=fT1lNUZhOOk
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Pride Of Ballinran - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=ClYOm7CuvGY
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",The Volunteer Band of the Dutch Engineer Regiment - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=9gOoxMzlXiU
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Drum Majors Display - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=oPOf9bjxP-4
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Dunloy & Vow Accordian Bands - Belfast Tattoo 2016 (1),No Comp No Band,https://www.youtube.com/watch?v=w8CWyu1wqqM
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Dunloy & Vow Accordian Bands - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=EWtmQPh6PGM
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",2nd Battalion Royal Irish Regiment Pipe Band - Belfast Tattoo 2016 - Killaloo,No Comp,https://www.youtube.com/watch?v=5-hsGuAzprE
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",2nd Battalion Royal Irish Regiment Pipe Band - Belfast Tattoo 2016 - The Gael,No Comp,https://www.youtube.com/watch?v=7yRcsVMZfsE
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",2nd Battalion Royal Irish Regiment Pipe Band - Belfast Tattoo 2016,No Comp,https://www.youtube.com/watch?v=4vlo7bOrysM
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",The Coldstream & Irish Guards - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=QhQWZ3xNu_E
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",The Band Of Liberation - Belfast Tattoo 2016 (1),No Comp No Band,https://www.youtube.com/watch?v=4U-zLpzmDsU
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",The Band Of Liberation - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=Ia6SPxpErOo
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Massed Pipes & Drums - Belfast Tattoo 2016 (1),No Comp No Band,https://www.youtube.com/watch?v=psr-a8U82tc
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Massed Pipes & Drums - Belfast Tattoo 2016,No Comp No Band,https://www.youtube.com/watch?v=l3tO_ZcGUsI
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",St Laurence O'Toole - World Drum Corps Champions - Drum Salute,No Comp,https://www.youtube.com/watch?v=RtuSy9KeUhw
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Spirit Of Scotland Pipe Band - UK Drumming Champions 2016 - MSR,No Comp,https://www.youtube.com/watch?v=YPsyAsND5V4
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",2015 Grade 1 World Drum Corps Champions St Laurence O'Toole - Boo Yackey Drum Salute,No Comp,https://www.youtube.com/watch?v=ygGVirv4MaY
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",2015 Grade 1 World Drum Corps Champions St Laurence O'Toole,No Comp,https://www.youtube.com/watch?v=OMc6YiWAIqA
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Inveraray & District Pipe Band - Practice At Todds 2015 - Medley,No Comp,https://www.youtube.com/watch?v=ipLIqUS5saQ
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Inveraray & District Pipe Band - Practice At Todds 2015 - MSR,No Comp,https://www.youtube.com/watch?v=ILHFH2G4jZs
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Upper Crossgare Pipe Band - Craigavon and District 3B Champions 2015,No Comp,https://www.youtube.com/watch?v=4TUsBZU2RjA
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Massed Pipes & Drums at Downshire Flute Band Parade (1),No Comp No Band,https://www.youtube.com/watch?v=fiGXzogGG04
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Massed Pipes & Drums at Downshire Flute Band Parade,No Comp No Band,https://www.youtube.com/watch?v=Seqwuax1r7E
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Massed Flute Bands,No Comp No Band,https://www.youtube.com/watch?v=ZNvQMXmk9Jw
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Massed Silver Bands (2),No Band,https://www.youtube.com/watch?v=DGqjjuWt2Zo
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Massed Silver Bands (1),No Band,https://www.youtube.com/watch?v=hy6_sU9Hxw4
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Massed Silver Bands,No Band,https://www.youtube.com/watch?v=Z42EGLK_p9o
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Lume De Biqueira Pipe Band (1),No Comp,https://www.youtube.com/watch?v=ofv9MElNphk
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Lume De Biqueira Pipe Band,No Comp,https://www.youtube.com/watch?v=9PZTh4pqVZA
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Drum Majors & Aughintober Pipe Band,No Comp,https://www.youtube.com/watch?v=IyCaNiDPMNw
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Belfast Tattoo 2014 - Massed Pipes & Drums,No Comp,https://www.youtube.com/watch?v=CDp8l3llIWc
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Craigavon & District Pipe Band Championships - Finale,No Comp,https://www.youtube.com/watch?v=_GTsNdmAL-k
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Ravara Pipe Band - Craigavon & District Championships 2014 - Medley,No Comp,https://www.youtube.com/watch?v=UNw1wMU6GAY
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Field Marshal Montgomery Pipe Band - Craigavon & District Championships 2014 - Medley,No Comp,https://www.youtube.com/watch?v=-LiWj5GL3gM
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Ravara Pipe Band - Craigavon & District Championships 2014 - MSR,No Comp,https://www.youtube.com/watch?v=R9Ca7OiSjeU
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Cullybackey Pipe Band - Craigavon & District Championships 2014 - MSR,No Comp,https://www.youtube.com/watch?v=RmrASrijdPE
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",St Laurence O'Toole Pipe Band - Craigavon & District Championships 2014 - MSR,No Comp,https://www.youtube.com/watch?v=_bgt1B3reZo
ChannelId "UCWUlycWU75Txr4yL7s0GWBw" "Craig Rogers",Field Marshal Montgomery Pipe Band - Craigavon & District Championships 2014 - MSR,No Comp,https://www.youtube.com/watch?v=9x9SicBoZQc
Username "drumsdotcom",My 2017 MSR,No Comp No Band,https://www.youtube.com/watch?v=_xh7Qn2zXRQ
Username "drumsdotcom",Mix,No Comp No Band,https://www.youtube.com/watch?v=C1NFvGgWVu4
Username "drumsdotcom",Dale & Azzs Speech Pt 3,No Comp No Band,https://www.youtube.com/watch?v=MlY5TfOemvU
Username "drumsdotcom",Dale & Azzs Speech Pt 2,No Comp No Band,https://www.youtube.com/watch?v=fGHeqDrz03s
Username "drumsdotcom",Dales & Azzs Speeches Pt 1,No Comp No Band,https://www.youtube.com/watch?v=_KblqFMxRWg
Username "jwramsay16",Omega Air DC-10 Tanker lands Prestwick Airport,No Band,https://www.youtube.com/watch?v=NP_Mp-v8Bfk
Username "jwramsay16",US Navy F-18 pair arrive at PIK,No Comp No Band,https://www.youtube.com/watch?v=-vtEjEkC-18
Username "jwramsay16",Wee DRAM - G-DRAM,No Comp No Band,https://www.youtube.com/watch?v=anD6Aw-H7Zg
Username "jwramsay16",canforcePolaris,No Comp No Band,https://www.youtube.com/watch?v=ZEMrXubtWdg
Username "jwramsay16",Wee Coatsguard,No Comp No Band,https://www.youtube.com/watch?v=QuxUjBejWHA
Username "jwramsay16",Prestwick OTTs,No Comp No Band,https://www.youtube.com/watch?v=dtVFTRwXomA
Username "jwramsay16",Cargolux Cutaway B748-F,No Comp No Band,https://www.youtube.com/watch?v=fSbgxa5Tctc
Username "jwramsay16",Golden Plover - [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=9jIJvYCXx2M
Username "jwramsay16",Kingfisher slowmo,No Comp No Band,https://www.youtube.com/watch?v=k4TrsSKK1ss
Username "jwramsay16",Glenshee - 4 Easten munros [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=61FYg5V8cZQ
Username "jwramsay16",The Cairnwell Munros [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=3uno6X73dtI
Username "jwramsay16",The Atholl Highlanders Parade 2017 [Pipes & Drums only],No Comp No Band,https://www.youtube.com/watch?v=4crYHmdS1oM
Username "jwramsay16",The Atholl Highlanders play Glendaruel Highlanders & Dovecote Park,No Comp,https://www.youtube.com/watch?v=XBhm_330NA4
Username "jwramsay16",The Atholl Highlanders - The Big Bang,No Comp No Band,https://www.youtube.com/watch?v=kZqTgZykn_8
Username "jwramsay16",The Atholl Highlanders March - Blair Castle, Blair Atholl 2017,No Comp No Band,https://www.youtube.com/watch?v=U3NK7ZS9KR4
Username "jwramsay16",The Atholl Highlanders Full Parade 2017,No Comp No Band,https://www.youtube.com/watch?v=fgY-JffvGmM
Username "jwramsay16",Pair of RAF Hercules,No Comp No Band,https://www.youtube.com/watch?v=D0C7S3vRijc
Username "jwramsay16",Prop Planes Slowmo - Edinburgh Airport 23-MAY-2017,No Comp No Band,https://www.youtube.com/watch?v=TzQugXEb5eY
Username "jwramsay16",Qatar B787-8 Dreamliner - Doha to EDI - slow motion,No Comp No Band,https://www.youtube.com/watch?v=nGjiHa9EtVQ
Username "jwramsay16",Emirates B77W - EK28 - GLA-DXB - 20th May 2017,No Comp No Band,https://www.youtube.com/watch?v=jhMF4_ZAi0g
Username "jwramsay16",Oystercatcher in action [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=R1YXdqmDXHU
Username "jwramsay16",Star Alliance United B757-200 - Edinburgh Airport - [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=vns1fOSbR1U
Username "jwramsay16",The Flying Scotsman 60103 - Forth Bridge [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=CQ45eYV9Feo
Username "jwramsay16",Cormorant Take 2,No Comp No Band,https://www.youtube.com/watch?v=0RGKY88GpqA
Username "jwramsay16",Cormorant,No Comp No Band,https://www.youtube.com/watch?v=drj14fDlaTI
Username "jwramsay16",Ben Lui from Dalrigh (A82),No Comp No Band,https://www.youtube.com/watch?v=O9MakaPy7NM
Username "jwramsay16",Glasgow Airport Sunday 7th May 2017 [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=266fPmtpRNs
Username "jwramsay16",Edinburgh Airport 8th May 2017 - [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=yBeEy9sR3rI
Username "jwramsay16",Edinburgh Airport 5th May 2017 [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=y0tYt1qBBWs
Username "jwramsay16",15th Battalion of the Parachute Regiment - 70th Anniversary Parade - Glasgow,No Comp No Band,https://www.youtube.com/watch?v=onhnic2w7Z4
Username "jwramsay16",French Air Force (FAF) A-340,No Comp No Band,https://www.youtube.com/watch?v=HqqSynSkFE8
Username "jwramsay16",playa De Las Americas (Tenerife) - from Bouganville [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=xx3UEkppN_I
Username "jwramsay16",Chayofita Mountain - Tenerife - [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=69QmmKjHgzk
Username "jwramsay16",Compostela Beach Golf II - Building Noise [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=FiWi0us1b7w
Username "jwramsay16",Playas de Las Americas - panoramic from Bouganville Playa [4K/UHD],No Comp No Band,https://www.youtube.com/watch?v=IuByB8l05Io
Username "jwramsay16",Jet2 B737 approach and landing Tenerife - 4K/UHD,No Comp No Band,https://www.youtube.com/watch?v=GqZVIntAX6E
Username "jwramsay16",Mull of Kintyre - Jet2 @ 30,000 feet - 4K/UHD,No Comp No Band,https://www.youtube.com/watch?v=vhVY_CTPmTA
Username "jwramsay16",Aeroflot Airbus A-332 - Tenerife South Airport (Airside) - 4K/UHD,No Comp No Band,https://www.youtube.com/watch?v=h6L0o6LIoPw
Username "jwramsay16",Etihad Airbus A-332 - Edinburgh Airport (Airside) - 4K/UHD,No Comp No Band,https://www.youtube.com/watch?v=nzoVqo4o6N0
Username "jwramsay16",Coastguard S-92 G-MCGL Prestwick Airport,No Comp No Band,https://www.youtube.com/watch?v=OFsrt6hvmeY
Username "jwramsay16",Cargolux B748-F LX-VCI - Prestwick Airport,No Comp No Band,https://www.youtube.com/watch?v=7XICA4onhBk
Username "jwramsay16",RAF Voyager,No Comp No Band,https://www.youtube.com/watch?v=zIQrWnCXBOU
